Title,Artist.s.,Year,Rank,lyrics_url,lyrics,phrase_repetition,title_repetition_count
At the Hop,Danny & the Juniors,1958,20,https://www.songlyrics.com/danny-the-juniors/at-the-hop-lyrics/,"(Ba, ba, ba, ba)
(Ba, ba, ba, ba)
(Ba, ba, ba, ba)
(Ba, ba, ba, ba)
At the hop
Well, you can rock it, you can roll it
Do the stomp and even stroll it
At the hop
When the record starts a-spinnin
You chalypso when you chicken
At the hop
Do the dance sensations
That are sweepin' the nation
At the hop
Let's go to the hop
Let's go to the hop (oh, baby)
Let's go to the hop (oh, baby)
Let's go to the hop
Come on, let's go to the hop
Well, you can swing it, you can groove it
You can really start to move it
At the hop
Where the jockey is the smoothest
And the music is the coolest
At the hop
All the cats and the chicks
Can get their kicks
At the hop
Let's go
Let's go to the hop
Let's go to the hop (oh, baby)
Let's go to the hop (oh, baby)
Let's go to the hop
Come on, let's go to the hop
Let's go
You can rock it, you can roll it
Do the stomp and even stroll it
At the hop
When the record starts a-spinnin
You chalypso when you chicken
At the hop
Do the dance sensations
That are sweepin' the nation
At the hop
Well, you can swing it, you can groove it
You can really start to move it
At the hop
Where the jockey is the smoothest
And the music is the coolest
At the hop
All the cats and the chicks
Can get their kicks
At the hop
Let's go
Let's go to the hop
Let's go to the hop (oh, baby)
Let's go to the hop (oh, baby)
Let's go to the hop
Come on, let's go to the hop
(Ba, ba, ba, ba)
(Ba, ba, ba, ba)
(Ba, ba, ba, ba)
(Ba, ba, ba, ba)
At the hop","the hop; let's go; go to; to the; at the; you can; (ba, ba,; ba, ba,; ba, ba); hop let's",14
The Battle of New Orleans,Johnny Horton,1959,1,https://www.songlyrics.com/johnny-horton/the-battle-of-new-orleans-lyrics/,"The Battle of New Orleans
(arr. J. Driftwood)
Johnny Horton
Pop Chart # 1 Apr. 27, 1959
Columbia Legacy Records CK 69971
Transcriber: [email protected]
(banjo intro)
In 1814 we took a little trip
Along with Colonel Jackson down the mighty Mississip
We took a little bacon and we took a little beans
And we caught the bloody British in a town in New Orleans
We fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they begin to runnin'
On down the Mississippi to the Gulf of Mexico
(One-two-three, with a-one-two-three)
We looked down a river
(Hut-two)
And we see'd the British come
(Three-four)
And there must have been a hundred of'em
(Hut-two)
Beatin' on the drums
(Three-four)
They stepped so high
(Hut-two)
And they made their bugles ring
(Three-four)
We stood by our cotton bales
(Hut-two)
And didn't say a thing
(Two-three-four)
We fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they begin to runnin'
On down the Mississippi to the Gulf of Mexico
Old Hickory said we could take 'em by surprise
(One-hut, two-three-four)
If we didn't fire our muskets
(One-hut, two-three-four)
'Till we looked 'em in the eye
(One-hut, two-three-four)
We held our fire
(Hut, two-three-four)
'Till we see'd their faces well
Then we opened up our squirrel guns
And really gave 'em - well we
Fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they begin to runnin'
On down the Mississippi to the Gulf of Mexico
Yeah, they ran through the briars
(One-hup-two)
And they ran through the brambles
(Hup-two-three-four)
And they ran through the bushes
(Hup-two)
Where the rabbit couldn't go
(Hup-two-three-four)
They ran so fast
(Hup-two)
That the hounds couldn't catch 'em
(One-two-three-four)
On down the Mississippi to the Gulf of Mexico
(One-two, hup-two-three-four)
We fired our cannon 'til the barrel melted down
So we grabbed an alligator and we fought another round
We filled his head with cannon balls, and powdered his behind
And when we touched the powder off the gator lost his mind
We fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they begin to runnin'
On down the Mississippi to the Gulf of Mexico
Yeah, they ran through the briars
(Hup-one-two)
And they ran through the brambles
(One-two-three-four)
And they ran through the bushes
(Hup-two)
Where the rabbit couldn't go
(Hup-two-three-four)
They ran so fast
(Hup-two)
That the hounds couldn't catch 'em
(One-two-three-four)
On down the Mississippi to the Gulf of Mexico
(One-two, hup-two-three-four)
Hut-two-three-four
Sound off, three-four
Hut-two-three-four
Sound off, three-four
Hut-two-three-four
Hut-two-three-four.
~",and they; we fired; they ran; down the; gulf of; mississippi to; of mexico; on down; ran through; the gulf,1
Mack the Knife,Bobby Darin,1959,2,https://www.songlyrics.com/bobby-darin/mack-the-knife-lyrics/,"Oh, the shark, babe, has such teeth, dear
And it shows them pearly white
Just a jackknife has old Mac Heath, babe
And he keeps it out of sight
Ya know when that shark bites with his teeth, babe
Scarlet billows start to spread
Fancy gloves oh, wears old Mac Heath, babe
So there's never, never a trace of red
Now on the sidewalk, sunny morning
Lies a body just oozin' life, eek
And someone's sneakin' 'round the corner
Could that someone be Mack the Knife?
There's a tugboat down by the river don'tcha know
Where a cement bag's just drooppin' on down
Oh, that cement is just, it's there for the weight, dear
Five'll get ya ten old Macky's back in town
Now did ya hear 'bout Louie Miller? He disappeared, babe
After drawin' out all his hard-earned cash
And now Mac Heath spends just like a sailor
Could it be our boy's done somethin' rash?
Now Jenny Diver, ho ho, yeah, Sukey Tawdry
Miss Lotte Lenya and old Lucy Brown
Oh, the line forms on the right, babe
Now that Macky's back in town
I said, ""Jenny Diver, Sukey Tawdry
Look out to Miss Lotte Lenya and old Lucy Brown""
Yes, that line forms on the right, babe
Now that Macky's back in town
Look out, old Macky's back","macky's back; back in; in town; on the; and old; babe now; forms on; heath, babe; lenya and; line forms",1
Personality,Lloyd Price,1959,3,https://www.songlyrics.com/lloyd-price/personality-lyrics/,"Over and over
I tried to prove my love to you
Over and over
What more can I do
Over and over
My friends say I'm a fool
But over and over
I'll be a fool for you
'Cause you got personality
Walk, with personality
Talk, with personality
Smile, with personality
Charm, with personality
Love, with personality
And of 'cause you've got
A great big heart
So over and over
Oh, I'll be a fool to you
Now over and over
What more can I do?
'Cause you got personality
Walk, with personality
Talk, with personality
Smile, with personality
Charm, with personality
Love, with personality
And of 'cause you've got
A great big heart
So over and over
Oh, I'll be a fool to you
Now over and over
What more can I do?
Over and over
I said that I love you
Over and over, honey
Now it's the truth
Over and over
They still say I'm a fool
But over and over
I'll be a fool for you
'Cause you got personality
Walk, with personality
Talk, with personality
Smile, with personality
Charm, with personality
Love, with personality
And of 'cause you've got
A great big heart
So over and over
Oh, I'll be a fool to you
Now over and over
What more can I do?",with personality; over and; and over; a fool; be a; i'll be; can i; more can; over what; to you,18
Venus,Frankie Avalon,1959,4,https://www.songlyrics.com/frankie-avalon/venus-lyrics/,"Hey, Venus, oh, Venus
Venus, if you will
Please send a little girl for me to thrill
A girl, who wants my kisses and my arms
A girl, with all the charms of you
Venus, make her fair
A lovely girl with sunlight in her hair
And take the brightest stars up in the skies
And place them in her eyes for me
Venus
Goddess of love that you are
Surely the things I ask
Can't be too great a task
Venus, if you do
I promise that I always will be true
I'll give her all the love I have to give
As long as we both shall live
Venus
Goddess of love that you are
Surely the things I ask
Can't be too great a task
Venus if you do
I promise that I always will be true
I'll give her all the love I have to give
As long as we both shall live
Hey, Venus, oh, Venus
Make my wish come true","all the; if you; a girl,; a task; always will; are surely; as long; as we; ask can't; be too",10
Lonely Boy,Paul Anka,1959,5,https://www.songlyrics.com/paul-anka/lonely-boy-lyrics/,"I'm just a lonely boy, lonely and blue


I'm all alone with nothin' to do


I've got everything you could think of


But all I want is someone to love


Someone, yes, someone to love, someone to kiss


Someone to hold at a moment like this


I'd like to hear somebody say


""I'll give you my love each night and day""


I'm just a lonely boy, lonely and blue


I'm all alone with nothin' to do


I've got everything you could think of


But all I want is someone to love


Somebody, somebody, somebody, please send her to me


I'll make her happy, just wait and see


I prayed so hard to the heavens above


That I'm gonna find someone to love


I'm just a lonely boy, lonely and blue


I'm all alone with nothin' to do


I've got everything you could think of","someone to; a lonely; all alone; alone with; and blue; blue i'm; boy, lonely; could think; do i've; everything you",3
Dream Lover,Bobby Darin,1959,6,https://www.songlyrics.com/bobby-darin/dream-lover-lyrics/,"Every night I hope and pray
A dream lover will come my way
A girl to hold in my arms
And know the magic of her charms
'Cause I want (yeah-yeah, yeah)
A girl (yeah-yeah, yeah)
To call (yeah-yeah, yeah)
My own (yeah-yeah)
I want a dream lover
So I don't have to dream alone
Dream lover, where are you
With a love, oh, so true
And the hand that I can hold
To feel you near as I grow old
'Cause I want (yeah-yeah, yeah)
A girl (yeah-yeah, yeah)
To call (yeah-yeah, yeah)
My own (yeah-yeah, yeah)
I want a dream lover
So I don't have to dream alone
Someday, I don't know how
I hope she'll hear my plea
Some way, I don't know how
She'll bring her love to me
Dream lover, until then
I'll go to sleep and dream again
That's the only thing to do
Till all my lover's dreams come true
'Cause I want (yeah-yeah, yeah)
A girl (yeah-yeah, yeah)
To call (yeah-yeah, yeah)
My own (yeah-yeah, yeah)
I want a dream lover
So I don't have to dream alone
Dream lover, until then
I'll go to sleep and dream again
That's the only thing to do
Till all my lover's dreams come true
'Cause I want (yeah-yeah, yeah)
A girl (yeah-yeah, yeah)
To call (yeah-yeah, yeah)
My own (yeah-yeah)
I want a dream lover
So I don't have to dream alone
Please don't make me dream alone
I beg you don't make me dream alone
No, I don't wanna dream","(yeah-yeah, yeah); i want; i don't; dream alone; a dream; a girl; dream lover; 'cause i; call (yeah-yeah,; don't have",8
The Three Bells,The Browns,1959,7,https://www.songlyrics.com/the-browns/the-three-bells-lyrics/,"There's a village hidden deep in the valley
Among the pine trees half forlorn
And there on a sunny morning
Little Jimmy Brown was born
All the chapel bells were ringing
In the little valley town
And the songs that they were singing
Were for baby Jimmy Brown
Then the little congregation
Prayed for guidance from above
Lead us not into temptation,
Bless this hour of meditation
Guide him with eternal love
There's a village hidden deep in the valley
Beneath the mountains high above
And there, twenty years thereafter
Jimmy was to meet his love
All the chapel bells were ringing,
Was a great day in his life
Cause the songs that they were singing
Were for Jimmy and his wife
Then the little congregation
Prayed for guidance from above
Lead us not into temptation,
Bless oh Lord this celebration
May their lives be filled with love
From the village hidden deep in the valley
One rainy morning dark and gray
A soul winged its way to heaven
Jimmy Brown had passed away
Just a lonely bell was ringing
In the little valley town
Twas farewell that it was singing
To our good old Jimmy Brown
And the little congregation
Prayed for guidance from above
Lead us not into temptation,
May his soul find the salvation
Of thy great eternal love""",in the; the little; jimmy brown; above lead; congregation prayed; deep in; for guidance; from above; guidance from; hidden deep,0
Come Softly to Me,The Fleetwoods,1959,8,https://www.songlyrics.com/the-fleetwoods/come-softly-to-me-lyrics/,"Come softly, darling
Come softly, darling
Come softly, darling
Come softly, darling
Come softly, darling
Come to me, stay
You're my obsession
For ever and a day
I want, want you to know
I love, I love you so
Please hold, hold me so tight
All through, all through the night
I speak softly, darling
Hear what I say
I love you always
Always, always
I've waited, waited so long
For your kisses and your love
Please come, come to me
From up, from up above
I want, want you to know
  (Come softly, darling)
I love you I love you so
  (Come softly, darling)
I need, need you so much
  (Come softly)
Wanna feel your warm touch
  (Come softly)","softly, darling; come softly,; darling come; i love; love you; you so; (come softly,; (come softly); come to; darling) i",0
Kansas City,Wilbert Harrison,1959,9,https://www.songlyrics.com/wilbert-harrison/kansas-city-lyrics/,"I'm going to Kansas City
Kansas City, here I come
I'm going to Kansas City
Kansas City, here I come
They got a crazy
Way of loving there
I'm gonna get me some
I'm gonna be
Standing on the corner
On the corner of
Twelfth Street and Vine
I'll be standing on the corner
On the corner of
Twelfth Street and Vine
With my Kansas City baby
The one I call Miss KC fine
Well, I might take a train
I might take a plane
But if I have to walk
I'm going there just the same
I'm going to Kansas City
Kansas City, here I come
They got some crazy
Way of loving there
And I'm gonna get me some
I'm gonna pack my clothes
Leave at the break of dawn
I'm gonna pack my clothes
Leave at the break of dawn
Well, everybody in Cleveland
Nobody will know where I've gone
Cause if I stay in this town
I know I'm gonna die
Gotta find a pretty city
And that's the reason why
I'm going to Kansas City
Kansas City, here I come
They have a crazy
Way of loving there
I'm gonna get me some","i'm gonna; i'm going; kansas city; city kansas; city, here; going to; here i; i come; kansas city,; on the",9
Mr. Blue,The Fleetwoods,1959,10,https://www.songlyrics.com/the-fleetwoods/mr-blue-lyrics/,"Our guardian star lost all his glow
The day that I lost you
He lost all his glitter the day you said ""No""
And his silver turned to blue
Like him, I am doubtful that your love is true
But if you decide to call on me
Ask for Mr. Blue
I'm Mr. Blue (wah-a-wah-ooh)
When you say you love me (ah, Mr. Blue)
Then prove it by goin' out on the sly
Provin' your love isn't true
Call me Mr. Blue
I'm Mr. Blue (wah-a-wah-ooh)
When you say you're sorry (ah, Mr. Blue)
Then turn around, head for the lights of town
Hurtin' me through and through
Call me Mr. Blue
I stay at home at night (I stay at home)
Right by the phone at night (right by the phone)
But you won't call
And I-I won't hu-urt my pride (call me Mr.)
I won't tell you (wah-a-wah-ooh)
Why you paint the town (ah, Mr. Blue)
A bright red to turn it upside down
I'm paintin' it too
But I'm paintin' it blue
Call me Mr. Blue (wah-a-wah-ooh)
Call me Mr. Blue (wah-a-wah-ooh)
FADE
Call me Mr. Blue","mr. blue; call me; me mr.; blue (wah-a-wah-ooh); (ah, mr.; mr. blue); (wah-a-wah-ooh) when; all his; at night; blue i'm",11
Sleep Walk,Santo & Johnny,1959,11,https://www.songlyrics.com/santo-johnny/sleep-walk-lyrics/,"Instead of dreaming
I Sleepwalk
Cause I lost you
And now what am I to do
What to do.
Can't believe that we're through
I don't care how much you tell me
Sleep talk
Cause I miss you
While the memory of you
Lingers like a song
Darling, I was so wrong
But I'll be right some day
The night fills my lonely place
I see your face
I know, I miss you so
I still love you
And it drives me insane
Sleepwalk
Every night I just Sleepwalk
And when you walk inside the door
I will Sleepwalk no more
Sleepwalk
Every night I just Sleepwalk
And when you walk inside the door
I will Sleepwalk no more
I will Sleepwalk no more
I will Sleepwalk no more",i will; no more; sleepwalk no; will sleepwalk; and when; cause i; door i; every night; i just; i miss,0
Put Your Head on My Shoulder,Paul Anka,1959,12,https://www.songlyrics.com/paul-anka/put-your-head-on-my-shoulder-lyrics/,"Put your head on my shoulder


Hold me in your arms, baby


Squeeze me, oh, so tight


Show me that you love me too


Put your lips next to mine, dear


Won't you kiss me once, baby?


Just a kiss goodnight, may be


You and I will fall in love


People say that love's a game


A game you just can't win


If there's a way I'll find it someday


And then this fool with rush in


Put your head on my shoulder


Whisper in my ear, baby


Words I want to hear


Tell me, tell me that you love me too


Put your head on my shoulder


Whisper in my ear, baby


Words I want to hear, baby


Put your head on my shoulder","put your; head on; my shoulder; on my; your head; a game; baby words; ear, baby; i want; in my",4
Stagger Lee,Lloyd Price,1959,13,https://www.songlyrics.com/lloyd-price/stagger-lee-lyrics/,"The night was clear and the moon was yellow
And the leaves came tumbling down
I was standing on the corner when I heard my bulldog bark
He was barkin' at the two men who were gamblin' in the dark
It was Stagger Lee and Billy, two men who gambled late
Stagger Lee threw seven, Billy swore that he threw eight
Stagger Lee told Billy, ""I can't let you go with that
You have won all my money and my brand new Stetson hat""
Stagger Lee went home and he got his forty-four
Said, ""I'm goin' to the barroom just to pay that debt I owe""
Go Stagger Lee
Stagger Lee went to the barroom and he stood across the barroom door
He said, ""Now nobody move"" and he pulled his forty-four
""Stagger Lee"", cried Billy, ""Oh, please don't take my life
I've three little children and a very sickly wife""
Stagger Lee shot Billy oh, he shot that poor boy so bad
Till the bullet came through Billy and it broke the bartender's glass
Go Stagger Lee
Go Stagger Lee
Go Stagger Lee
...",stagger lee; go stagger; and he; the barroom; and the; his forty-four; lee go; lee went; men who; to the,11
Donna,Ritchie Valens,1959,14,https://www.songlyrics.com/ritchie-valens/donna-lyrics/,"Ritchie Valens
Miscellaneous
Donna
Oh Donna


Oh Donna


Oh Donna


Oh Donna


I had a girl


Donna was her name


Since she left me


I never been the same


Cause I love my girl


Donna where can you be


where can you be


Now that you're gone


I'm left all alone


All by myself


do wonder and know


Cause I love my girl


Donna where can you be


where can you be


Oh well Darling now that you're gone


I don't know what I do


oh save that all my love for you


I had a girl


Donna was her name


Since she left me


I never been the same


Cause I love my girl


Donna where can you be


where can you be


Oh Donna


oh Donna


Oh Donna


oh Donna


Oh Donna


oh Donna",oh donna; donna oh; can you; where can; you be; girl donna; be where; cause i; donna where; i love,16
Pink Shoe Laces,Dodie Stevens,1959,15,https://www.songlyrics.com/dodie-stevens/pink-shoe-laces-lyrics/,"Dodie Stevens
Miscellaneous
Pink Shoe Laces
Pink Shoe Laces
Dodie Stevens
Words and Music by Mickie Grant
Peak Billboard position # 3 in 1959
Now I've got a guy and his name is Dooley
He's my guy and I love him truly
He's not good lookin', heaven knows
But I'm wild about his crazy clothes
He wears tan shoes with pink shoelaces
A polka dot vest and man, oh, man
Tan shoes with pink shoelaces
And a big Panama with a purple hat band
ooh-ooh, ooh, ooh
ooh-ooh, ooh, ooh
He takes me deep-sea fishing in a submarine
We got to drive-in movies in a limousine
He's got a whirly-birdy and a 12-foot yacht
Ah, but thats-a not all he's got
He's got tan shoes with pink shoelaces
A polka dot vest and man, oh, man
Tan shoes with pink shoelaces
And a big Panama with a purple hat band
Now Dooley had a feelin' we were goin' to war
So he went out and enlisted in a fightin' corps
But he landed in the brig for raisin' such a storm
When they tried to put 'em in a uniform
He wanted tan shoes with pink shoelaces
A polka dot vest and man, oh, man
He wanted tan shoes with pink shoelaces
And a big Panama with a purple hat band
ooh-ooh, ooh, ooh
ooh-ooh, ooh, ooh
Now one day Dooley started feelin' sick
And he decided that he better make his will out quick
He said
""Just before the angels come to carry me
I want it down in writin' how to bury me.""
A'wearin tan shoes with pink shoelaces
A polka dot vest and man, oh, man
Give me tan shoes with pink shoelaces
And a big Panama with a purple hat band
ooh-ooh, ooh, ooh
ooh-ooh, ooh, ooh
ooh-ooh, ooh, ooh
And a big Panama with a purple hat band!","pink shoelaces; shoes with; tan shoes; with pink; ooh-ooh, ooh,; ooh, ooh; and a; a big; a purple; big panama",2
